question,answer,document
普通账户怎么查看新股中签配号？,1、查询当日A股新股中签配号：手机软件：交易—新股申购—中签缴款，点击申购记录，该界面会显示客户的新股配号、新股公布的中签配号、中签率等；2、查询历史新股中签配号：手机软件：交易—新股申购—我的申购—历史申购，点击对应的记录进入申购详情页面，可以查询历史新股中签配号。[备注]&nbsp;目前电脑软件（新版）、信用账户查询不了新股中签配号。相关截图请点击右侧“详情”查看。,Aguxingu_json_csv
如果开通的核准制创业板权限在新规实施后注销或关闭，重新开通创业板交易权限需要满足哪些条件？,如果开通的核准制创业板权限在新规实施后注销或关闭，重新开通创业板交易权限需满足新的要求。,chuangyeban_json_csv
港股通股票转入公司的办理流程是？,（1）办理流程：将其他券商的港股通股票转托管至我司，需到转出方办理，办理方式请咨询转出方。另外还需在我司营业部现场添加沪H/深H的股东代码卡，添加后沪H/深H股东代码卡才能在账户显示转托管/撤指定部分的股份（原账户的沪H股东代码卡需撤指定，在我司添加沪H股东代码卡再重新指定）。,ganggutong_json_csv
沪深交易所股票（A股新股）上市首日有效申报价格规定及有效竞价范围规定是什么？,沪深交易所股票（A股新股）上市首日有效申报价格规定及有效竞价范围规定是什么，请点击右侧“详情”查看,Aguxingu_json_csv
给企业号-招证微刊投稿的内容应使用于哪项制度？,适用制度：《新媒体管理暂行办法》,xingzheng_json
个人投资者如何通过电脑软件（新版）首次开通创业板权限呢？,电脑软件（新版）：我的—业务办理—开通创业板；,chuangyeban_json_csv
最早锁定中签资金时间是？,1）最早锁定中签资金时间：T日申购新股，T+1日晚上清算后查到账户有新股中签，最早在查到新股中签记录后便可提前锁定中签资金。,Aguxingu_json_csv
中签缴款的顺序参考哪些规则缴款？,1）同一天有多只新股、可转债、可交换债中签，优先进行新股缴款，再进行可转债、可交换债的申购缴款。2）同一天中签多只新股，按新股中签缴款金额从小到大的顺序进行缴款，中签缴款金额一致时，按申购代码从大到小的顺序缴款，不区分市场；3）同一日内有多只可转债、可交换债进行认购的，按新债中签缴款金额从小到大的顺序进行缴款，中签缴款金额一致时，按申购代码从大到小的顺序缴款，不区分市场；可转债、可交换债中签后的放弃原则，上海市场放弃以1手为单位；深圳市场放弃以1张为单位。,Aguxingu_json_csv
A股的撤单时间是？,撤单时间深交所深交所深交所深交所上交所上交所上交所上交所阶段时点委托状态撤单状态阶段时点委托申报撤单申报（开盘）集合竞价09：15--09：20（开盘集合竞价）接受（09：25集中撮合）接受并处理（开盘）集合竞价注：2018年8月20日前，9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至15:00为连续竞价时间。2018年8月20日起，股票每个交易日的9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至14:57为连续竞价时间，14:57至15:00为收盘集合竞价时间，基金、债券现货维持之前不变。09：15--09：20（开盘集合竞价）接受（09：25集中撮合）接受并处理（开盘）集合竞价09：20--09：25（开盘集合竞价）接受（09：25集中撮合）不接受（开盘）集合竞价注：2018年8月20日前，9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至15:00为连续竞价时间。2018年8月20日起，股票每个交易日的9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至14:57为连续竞价时间，14:57至15:00为收盘集合竞价时间，基金、债券现货维持之前不变。09：20--09：25（开盘集合竞价）接受（09：25集中撮合）不接受（开盘）集合竞价09：25--09：30（非交易时间）接受（9：30处理）质押式回购9:25-9:30不接受委托1：此期间委托：及时处理2、非此期间委托：9：30处理（开盘）集合竞价注：2018年8月20日前，9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至15:00为连续竞价时间。2018年8月20日起，股票每个交易日的9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至14:57为连续竞价时间，14:57至15:00为收盘集合竞价时间，基金、债券现货维持之前不变。09：25--09：30（非交易时间）接受不处理接受不处理（开盘）集合竞价09：25--09：30（非交易时间）接受（9：30处理）质押式回购9:25-9:30不接受委托1：此期间委托：及时处理2、非此期间委托：9：30处理（开盘）集合竞价注：2018年8月20日前，9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至15:00为连续竞价时间。2018年8月20日起，股票每个交易日的9:15至9:25为开盘集合竞价时间，9:30至11:30、13:00至14:57为连续竞价时间，14:57至15:00为收盘集合竞价时间，基金、债券现货维持之前不变。09：25--09：30（非交易时间）接受不处理接受不处理连续竞价09：30--11：30接受并处理接受并处理连续竞价09：30--11：30接受并处理接受并处理休市阶段11：30-13：00（非交易时间）在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理休市阶段11：30-11：35在此期间委托并撤单，撤单需13：00开市处理在此期间委托并撤单，撤单需13：00开市处理休市阶段11：30-13：00（非交易时间）在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理休市阶段11：35--12：55在此期间的委托后并撤单的，即时处理在此期间的委托后并撤单的，即时处理休市阶段11：30-13：00（非交易时间）在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理在此期间委托并撤单，撤单及时处理；非此期间委托操作撤单，需13：00开市处理休市阶段12：55--13：00在此期间的委托，撤单需13：00开市处理在此期间的委托，撤单需13：00开市处理连续竞价13：00--14：57接受并处理接受并处理连续竞价基金、债券13：00--15：00接受并处理接受并处理连续竞价13：00--14：57接受并处理接受并处理连续竞价股票13：00--14：57）接受并处理接受并处理连续竞价13：00--14：57接受并处理接受并处理收盘集合竞价（2018年8月20日起，针对股票有收盘集合竞价）14：57--15：00接受并处理不接受收盘集合竞价14：57--15：00接受并处理不接受收市阶段15：00—17：30不接受不接受收盘集合竞价14：57--15：00接受并处理不接受收市阶段17：30--08：50在此期间委托并撤单的，即时处理在此期间委托并撤单的，即时处理收市阶段15：00—17：30不接受不接受收市阶段08：50--09：15接受不处理接受不处理收市阶段17：30-9：15接受不处理接受并处理收市阶段08：50--09：15接受不处理接受不处理注意事项：,Agujiaoyi_json
牛网交易快速通道和评估电脑可以查询新股申购额度吗？,牛网交易快速通道、苹果电脑（MAC）均无法查询。,Aguxingu_json_csv
怎么操作预约打新？,满足预约打新的条件，您可以通过手机软件：交易—普通交易—新股申购/智能下单—预约打新进入预约申购界面进行操作。相关截图请点击右侧“详情”查看,yuyuedaxin_json_csv
